"id","name","season_id","no_of_games_played"
352,Commonwealth Stadium,2023,20
280,Cooper Field,2022,6
280,Cooper Field,2023,6
186,Cotton Bowl Stadium,2004,1
186,Cotton Bowl Stadium,2005,1
186,Cotton Bowl Stadium,2014,2
186,Cotton Bowl Stadium,2015,2
186,Cotton Bowl Stadium,2016,3
186,Cotton Bowl Stadium,2017,2
186,Cotton Bowl Stadium,2018,2
186,Cotton Bowl Stadium,2019,1
186,Cotton Bowl Stadium,2020,1
186,Cotton Bowl Stadium,2021,1
186,Cotton Bowl Stadium,2022,3
186,Cotton Bowl Stadium,2023,2
231,Cowboy Stadium (McNeese State),2019,1
231,Cowboy Stadium (McNeese State),2022,5
231,Cowboy Stadium (McNeese State),2023,5
183,Cramton Bowl,2014,1
183,Cramton Bowl,2015,1
183,Cramton Bowl,2016,1
183,Cramton Bowl,2017,1
183,Cramton Bowl,2018,1
183,Cramton Bowl,2019,1
183,Cramton Bowl,2020,3
183,Cramton Bowl,2021,2
183,Cramton Bowl,2022,2
183,Cramton Bowl,2023,2
193,Croke Park,2014,1
316,DakotaDome,2022,5
316,DakotaDome,2023,8
317,Dana J. Dykhouse Stadium,2022,9
317,Dana J. Dykhouse Stadium,2023,9
103,Darrell K Royal–Texas Memorial Stadium,2004,6
103,Darrell K Royal–Texas Memorial Stadium,2005,5
103,Darrell K Royal–Texas Memorial Stadium,2011,7
103,Darrell K Royal–Texas Memorial Stadium,2012,7
103,Darrell K Royal–Texas Memorial Stadium,2013,7
103,Darrell K Royal–Texas Memorial Stadium,2014,6
103,Darrell K Royal–Texas Memorial Stadium,2015,6
103,Darrell K Royal–Texas Memorial Stadium,2016,6
103,Darrell K Royal–Texas Memorial Stadium,2017,6
103,Darrell K Royal–Texas Memorial Stadium,2018,6
103,Darrell K Royal–Texas Memorial Stadium,2019,6
103,Darrell K Royal–Texas Memorial Stadium,2020,5
103,Darrell K Royal–Texas Memorial Stadium,2021,6
103,Darrell K Royal–Texas Memorial Stadium,2022,7
103,Darrell K Royal–Texas Memorial Stadium,2023,6
104,David Booth Kansas Memorial Stadium,2004,1
104,David Booth Kansas Memorial Stadium,2011,6
104,David Booth Kansas Memorial Stadium,2012,6
104,David Booth Kansas Memorial Stadium,2013,7
104,David Booth Kansas Memorial Stadium,2014,6
104,David Booth Kansas Memorial Stadium,2015,7
104,David Booth Kansas Memorial Stadium,2016,6
104,David Booth Kansas Memorial Stadium,2017,7
104,David Booth Kansas Memorial Stadium,2018,6
104,David Booth Kansas Memorial Stadium,2019,7
104,David Booth Kansas Memorial Stadium,2020,4
104,David Booth Kansas Memorial Stadium,2021,6
104,David Booth Kansas Memorial Stadium,2022,6
104,David Booth Kansas Memorial Stadium,2023,7
105,Davis Wade Stadium at Scott Field,2011,7
105,Davis Wade Stadium at Scott Field,2012,7
105,Davis Wade Stadium at Scott Field,2013,8
105,Davis Wade Stadium at Scott Field,2014,7
105,Davis Wade Stadium at Scott Field,2015,7
105,Davis Wade Stadium at Scott Field,2016,6
105,Davis Wade Stadium at Scott Field,2017,7
105,Davis Wade Stadium at Scott Field,2018,7
105,Davis Wade Stadium at Scott Field,2019,7
105,Davis Wade Stadium at Scott Field,2020,5
105,Davis Wade Stadium at Scott Field,2021,7
105,Davis Wade Stadium at Scott Field,2022,7
105,Davis Wade Stadium at Scott Field,2023,8
259,Daytona Stadium,2022,3
259,Daytona Stadium,2023,4
321,DeGol Field,2022,3
321,DeGol Field,2023,4
268,Delaware Stadium,2022,7
268,Delaware Stadium,2023,7
360,Deutsche Bank Park,2023,2
49,Dignity Health Sports Park,2015,1
49,Dignity Health Sports Park,2016,1
49,Dignity Health Sports Park,2017,10
49,Dignity Health Sports Park,2018,9
49,Dignity Health Sports Park,2019,9
49,Dignity Health Sports Park,2020,9
49,Dignity Health Sports Park,2021,8
106,Dix Stadium,2011,6
106,Dix Stadium,2012,5
106,Dix Stadium,2013,5
106,Dix Stadium,2014,6
106,Dix Stadium,2015,6
106,Dix Stadium,2016,6
106,Dix Stadium,2017,5
106,Dix Stadium,2018,5
106,Dix Stadium,2019,5
106,Dix Stadium,2020,2
106,Dix Stadium,2021,5
106,Dix Stadium,2022,5
106,Dix Stadium,2023,5
107,Donald W. Reynolds Razorback Stadium,2004,1
107,Donald W. Reynolds Razorback Stadium,2011,9
107,Donald W. Reynolds Razorback Stadium,2012,8
107,Donald W. Reynolds Razorback Stadium,2013,7
107,Donald W. Reynolds Razorback Stadium,2014,6
107,Donald W. Reynolds Razorback Stadium,2015,6
107,Donald W. Reynolds Razorback Stadium,2016,7
107,Donald W. Reynolds Razorback Stadium,2017,7
107,Donald W. Reynolds Razorback Stadium,2018,7
107,Donald W. Reynolds Razorback Stadium,2019,7
107,Donald W. Reynolds Razorback Stadium,2020,5
107,Donald W. Reynolds Razorback Stadium,2021,6
107,Donald W. Reynolds Razorback Stadium,2022,7
107,Donald W. Reynolds Razorback Stadium,2023,6
108,Doyt L. Perry Stadium,2011,6
108,Doyt L. Perry Stadium,2012,6
108,Doyt L. Perry Stadium,2013,8
108,Doyt L. Perry Stadium,2014,6
108,Doyt L. Perry Stadium,2015,5
108,Doyt L. Perry Stadium,2016,6
108,Doyt L. Perry Stadium,2017,5
108,Doyt L. Perry Stadium,2018,6
108,Doyt L. Perry Stadium,2019,6
108,Doyt L. Perry Stadium,2020,2
108,Doyt L. Perry Stadium,2021,6
108,Doyt L. Perry Stadium,2022,6
108,Doyt L. Perry Stadium,2023,5
271,Drake Stadium,2022,5
271,Drake Stadium,2023,5
294,Duane Stadium,2022,6
294,Duane Stadium,2023,4
320,Eccles Coliseum,2022,5
320,Eccles Coliseum,2023,5
311,E. Claiborne Robins Stadium,2022,6
311,E. Claiborne Robins Stadium,2023,7
233,Eddie G. Robinson Memorial Stadium,2019,1
233,Eddie G. Robinson Memorial Stadium,2022,3
233,Eddie G. Robinson Memorial Stadium,2023,4
336,E.J. Whitmire Stadium,2022,5
336,E.J. Whitmire Stadium,2023,5
237,Elliot T. Bowers Stadium,2019,1
237,Elliot T. Bowers Stadium,2022,4
237,Elliot T. Bowers Stadium,2023,5
16,Empower Field at Mile High,2005,10
16,Empower Field at Mile High,2006,8
16,Empower Field at Mile High,2007,8
16,Empower Field at Mile High,2008,8
16,Empower Field at Mile High,2009,8
16,Empower Field at Mile High,2010,8
16,Empower Field at Mile High,2011,9
16,Empower Field at Mile High,2012,9
16,Empower Field at Mile High,2013,12
16,Empower Field at Mile High,2014,12
16,Empower Field at Mile High,2015,13
16,Empower Field at Mile High,2016,11
16,Empower Field at Mile High,2017,10
16,Empower Field at Mile High,2018,9
16,Empower Field at Mile High,2019,11
16,Empower Field at Mile High,2020,8
16,Empower Field at Mile High,2021,11
16,Empower Field at Mile High,2022,10
16,Empower Field at Mile High,2023,11
330,Ernest Hawkins Field at Memorial Stadium,2022,7
330,Ernest Hawkins Field at Memorial Stadium,2023,4
215,Ernest W. Spangler Stadium,2019,1
215,Ernest W. Spangler Stadium,2022,4
215,Ernest W. Spangler Stadium,2023,5
27,Estadio Azteca,2005,1
27,Estadio Azteca,2016,1
27,Estadio Azteca,2017,1
27,Estadio Azteca,2019,1
27,Estadio Azteca,2022,1
204,Estes Stadium,2019,5
204,Estes Stadium,2022,5
204,Estes Stadium,2023,6
198,Exploria Stadium,2019,1
198,Exploria Stadium,2021,1
198,Exploria Stadium,2022,1
110,Falcon Stadium,2006,1
110,Falcon Stadium,2011,7
110,Falcon Stadium,2012,6
110,Falcon Stadium,2013,7
110,Falcon Stadium,2014,6
110,Falcon Stadium,2015,6
110,Falcon Stadium,2016,6
110,Falcon Stadium,2017,6
110,Falcon Stadium,2018,6
110,Falcon Stadium,2019,6
110,Falcon Stadium,2020,3
110,Falcon Stadium,2021,6
110,Falcon Stadium,2022,7
110,Falcon Stadium,2023,5
240,Fargodome,2020,1
240,Fargodome,2022,9
240,Fargodome,2023,7
112,Faurot Field at Memorial Stadium,2005,1
112,Faurot Field at Memorial Stadium,2011,8
112,Faurot Field at Memorial Stadium,2012,7
112,Faurot Field at Memorial Stadium,2013,8
112,Faurot Field at Memorial Stadium,2014,7
112,Faurot Field at Memorial Stadium,2015,6
112,Faurot Field at Memorial Stadium,2016,7
112,Faurot Field at Memorial Stadium,2017,7
112,Faurot Field at Memorial Stadium,2018,7
112,Faurot Field at Memorial Stadium,2019,7
112,Faurot Field at Memorial Stadium,2020,6
112,Faurot Field at Memorial Stadium,2021,7
112,Faurot Field at Memorial Stadium,2022,8
112,Faurot Field at Memorial Stadium,2023,7
111,FAU Stadium,2011,5
111,FAU Stadium,2012,5
111,FAU Stadium,2013,5
111,FAU Stadium,2014,6
111,FAU Stadium,2015,7
111,FAU Stadium,2016,7
111,FAU Stadium,2017,8
111,FAU Stadium,2018,7
111,FAU Stadium,2019,8
111,FAU Stadium,2020,5
111,FAU Stadium,2021,7
111,FAU Stadium,2022,8
111,FAU Stadium,2023,7
61,FBC Mortgage Stadium,2011,6
61,FBC Mortgage Stadium,2012,7
61,FBC Mortgage Stadium,2013,7
61,FBC Mortgage Stadium,2014,6
61,FBC Mortgage Stadium,2015,6
61,FBC Mortgage Stadium,2016,6
61,FBC Mortgage Stadium,2017,10
61,FBC Mortgage Stadium,2018,8
61,FBC Mortgage Stadium,2019,6
61,FBC Mortgage Stadium,2020,4
61,FBC Mortgage Stadium,2021,8
61,FBC Mortgage Stadium,2022,8
61,FBC Mortgage Stadium,2023,8
48,FedEx Field,2005,8
48,FedEx Field,2006,8
48,FedEx Field,2007,8
48,FedEx Field,2008,8
48,FedEx Field,2009,8
48,FedEx Field,2010,8
48,FedEx Field,2011,8
48,FedEx Field,2012,9
48,FedEx Field,2013,10
48,FedEx Field,2014,11
48,FedEx Field,2015,11
48,FedEx Field,2016,11
48,FedEx Field,2017,11
48,FedEx Field,2018,11
48,FedEx Field,2019,10
48,FedEx Field,2020,9
48,FedEx Field,2021,10
48,FedEx Field,2022,10
48,FedEx Field,2023,10
192,Fenway Park,2015,1
192,Fenway Park,2017,2
192,Fenway Park,2022,1
192,Fenway Park,2023,1
286,Fifth Third Bank Stadium,2022,6
286,Fifth Third Bank Stadium,2023,5
342,Finley Stadium,2022,5
342,Finley Stadium,2023,5
175,FirstBank Stadium,2011,7
175,FirstBank Stadium,2012,7
175,FirstBank Stadium,2013,8
175,FirstBank Stadium,2014,6
175,FirstBank Stadium,2015,6
175,FirstBank Stadium,2016,6
175,FirstBank Stadium,2017,7
175,FirstBank Stadium,2018,8
175,FirstBank Stadium,2019,7
175,FirstBank Stadium,2020,5
175,FirstBank Stadium,2021,7
175,FirstBank Stadium,2022,6
175,FirstBank Stadium,2023,6
287,Fisher Stadium,2022,6
287,Fisher Stadium,2023,5
239,Fitton Field,2019,1
239,Fitton Field,2022,5
239,Fitton Field,2023,4
293,Five Star Stadium,2022,5
293,Five Star Stadium,2023,6
127,Floyd Stadium,2011,6
127,Floyd Stadium,2012,5
127,Floyd Stadium,2013,6
127,Floyd Stadium,2014,6
127,Floyd Stadium,2015,6
127,Floyd Stadium,2016,5
127,Floyd Stadium,2017,6
127,Floyd Stadium,2018,6
127,Floyd Stadium,2019,6
127,Floyd Stadium,2020,3
127,Floyd Stadium,2021,5
127,Floyd Stadium,2022,5
127,Floyd Stadium,2023,6
113,Folsom Field,2004,1
113,Folsom Field,2011,6
113,Folsom Field,2012,6
113,Folsom Field,2013,8
113,Folsom Field,2014,6
113,Folsom Field,2015,6
113,Folsom Field,2016,6
113,Folsom Field,2017,7
113,Folsom Field,2018,6
113,Folsom Field,2019,6
113,Folsom Field,2020,3
113,Folsom Field,2021,6
113,Folsom Field,2022,5
113,Folsom Field,2023,6
18,Ford Field,2005,9
18,Ford Field,2006,8
18,Ford Field,2007,8
18,Ford Field,2008,8
18,Ford Field,2009,8
18,Ford Field,2010,9
18,Ford Field,2011,8
18,Ford Field,2012,8
18,Ford Field,2013,10
18,Ford Field,2014,13
18,Ford Field,2015,12
18,Ford Field,2016,12
18,Ford Field,2017,12
18,Ford Field,2018,12
18,Ford Field,2019,12
18,Ford Field,2020,9
18,Ford Field,2021,12
18,Ford Field,2022,13
18,Ford Field,2023,24
18,Ford Field,2024,10
203,Fortera Stadium,2019,2
203,Fortera Stadium,2022,5
203,Fortera Stadium,2023,6
114,Frank Howard Field at Clemson Memorial Stadium,2011,8
114,Frank Howard Field at Clemson Memorial Stadium,2012,9
114,Frank Howard Field at Clemson Memorial Stadium,2013,8
114,Frank Howard Field at Clemson Memorial Stadium,2014,7
114,Frank Howard Field at Clemson Memorial Stadium,2015,7
114,Frank Howard Field at Clemson Memorial Stadium,2016,7
114,Frank Howard Field at Clemson Memorial Stadium,2017,7
114,Frank Howard Field at Clemson Memorial Stadium,2018,7
114,Frank Howard Field at Clemson Memorial Stadium,2019,7
114,Frank Howard Field at Clemson Memorial Stadium,2020,6
114,Frank Howard Field at Clemson Memorial Stadium,2021,6
114,Frank Howard Field at Clemson Memorial Stadium,2022,6
114,Frank Howard Field at Clemson Memorial Stadium,2023,7
228,Franklin Field,2019,1
228,Franklin Field,2022,5
228,Franklin Field,2023,5
115,Fred C. Yager Stadium,2011,6
115,Fred C. Yager Stadium,2012,5
115,Fred C. Yager Stadium,2013,5
115,Fred C. Yager Stadium,2014,6
115,Fred C. Yager Stadium,2015,6
115,Fred C. Yager Stadium,2016,6
115,Fred C. Yager Stadium,2017,6
115,Fred C. Yager Stadium,2018,5
115,Fred C. Yager Stadium,2019,5
115,Fred C. Yager Stadium,2020,1
115,Fred C. Yager Stadium,2021,5
115,Fred C. Yager Stadium,2022,5
115,Fred C. Yager Stadium,2023,5
208,Gayle and Tom Benson Stadium,2019,2
208,Gayle and Tom Benson Stadium,2022,6
208,Gayle and Tom Benson Stadium,2023,5
116,Gaylord Family – Oklahoma Memorial Stadium,2011,8
116,Gaylord Family – Oklahoma Memorial Stadium,2012,7
116,Gaylord Family – Oklahoma Memorial Stadium,2013,7
116,Gaylord Family – Oklahoma Memorial Stadium,2014,6
116,Gaylord Family – Oklahoma Memorial Stadium,2015,6
116,Gaylord Family – Oklahoma Memorial Stadium,2016,6
116,Gaylord Family – Oklahoma Memorial Stadium,2017,6
116,Gaylord Family – Oklahoma Memorial Stadium,2018,7
116,Gaylord Family – Oklahoma Memorial Stadium,2019,6
116,Gaylord Family – Oklahoma Memorial Stadium,2020,5
116,Gaylord Family – Oklahoma Memorial Stadium,2021,7
116,Gaylord Family – Oklahoma Memorial Stadium,2022,6
116,Gaylord Family – Oklahoma Memorial Stadium,2023,6
2,Georgia Dome,2005,8
2,Georgia Dome,2006,8
2,Georgia Dome,2007,8
2,Georgia Dome,2008,8
2,Georgia Dome,2009,8
2,Georgia Dome,2010,9
2,Georgia Dome,2011,8
2,Georgia Dome,2012,10
2,Georgia Dome,2013,10
2,Georgia Dome,2014,13
2,Georgia Dome,2015,13
2,Georgia Dome,2016,15
117,Gerald J. Ford Stadium,2011,7
117,Gerald J. Ford Stadium,2012,8
117,Gerald J. Ford Stadium,2013,6
117,Gerald J. Ford Stadium,2014,6
117,Gerald J. Ford Stadium,2015,7
117,Gerald J. Ford Stadium,2016,6
117,Gerald J. Ford Stadium,2017,7
117,Gerald J. Ford Stadium,2018,6
117,Gerald J. Ford Stadium,2019,7
117,Gerald J. Ford Stadium,2020,5
117,Gerald J. Ford Stadium,2021,7
117,Gerald J. Ford Stadium,2022,7
117,Gerald J. Ford Stadium,2023,7
35,Giants Stadium,2005,18
35,Giants Stadium,2006,16
35,Giants Stadium,2007,16
35,Giants Stadium,2008,17
35,Giants Stadium,2009,16
338,Gibbs Stadium,2022,5
338,Gibbs Stadium,2023,5
30,Gillette Stadium,2005,9
30,Gillette Stadium,2006,9
30,Gillette Stadium,2007,10
30,Gillette Stadium,2008,8
30,Gillette Stadium,2009,9
30,Gillette Stadium,2010,9
30,Gillette Stadium,2011,10
30,Gillette Stadium,2012,10
30,Gillette Stadium,2013,11
30,Gillette Stadium,2014,15
30,Gillette Stadium,2015,11
30,Gillette Stadium,2016,12
30,Gillette Stadium,2017,12
30,Gillette Stadium,2018,11
30,Gillette Stadium,2019,11
30,Gillette Stadium,2020,8
30,Gillette Stadium,2021,10
30,Gillette Stadium,2022,10
30,Gillette Stadium,2023,10
118,Glass Bowl,2011,7
118,Glass Bowl,2012,6
118,Glass Bowl,2013,6
118,Glass Bowl,2014,6
118,Glass Bowl,2015,6
118,Glass Bowl,2016,6
118,Glass Bowl,2017,6
118,Glass Bowl,2018,7
118,Glass Bowl,2019,6
118,Glass Bowl,2020,3
118,Glass Bowl,2021,6
118,Glass Bowl,2022,6
118,Glass Bowl,2023,6
199,Globe Life Park,2020,5
199,Globe Life Park,2022,2
288,Goodman Stadium,2022,5
288,Goodman Stadium,2023,5
270,Greater Zion Stadium,2022,5
270,Greater Zion Stadium,2023,4
197,Guaranteed Rate Field,2016,1
168,H.A. Chapman Stadium,2011,6
168,H.A. Chapman Stadium,2012,8
168,H.A. Chapman Stadium,2013,6
168,H.A. Chapman Stadium,2014,6
168,H.A. Chapman Stadium,2015,6
168,H.A. Chapman Stadium,2016,6
168,H.A. Chapman Stadium,2017,6
168,H.A. Chapman Stadium,2018,6
168,H.A. Chapman Stadium,2019,6
168,H.A. Chapman Stadium,2020,3
168,H.A. Chapman Stadium,2021,6
168,H.A. Chapman Stadium,2022,6
168,H.A. Chapman Stadium,2023,6
327,Hale Stadium,2022,1
284,Hancock Stadium,2022,6
284,Hancock Stadium,2023,6
201,Hancock Whitney Stadium,2020,9
201,Hancock Whitney Stadium,2021,10
201,Hancock Whitney Stadium,2022,8
201,Hancock Whitney Stadium,2023,8
337,Hanson Field,2022,5
337,Hanson Field,2023,5
28,Hard Rock Stadium,1998,1
28,Hard Rock Stadium,2005,8
28,Hard Rock Stadium,2006,9
28,Hard Rock Stadium,2007,7
28,Hard Rock Stadium,2008,9
28,Hard Rock Stadium,2009,9
28,Hard Rock Stadium,2010,8
28,Hard Rock Stadium,2011,15
28,Hard Rock Stadium,2012,14
28,Hard Rock Stadium,2013,17
28,Hard Rock Stadium,2014,18
28,Hard Rock Stadium,2015,16
28,Hard Rock Stadium,2016,16
28,Hard Rock Stadium,2017,17
28,Hard Rock Stadium,2018,17
28,Hard Rock Stadium,2019,18
28,Hard Rock Stadium,2020,15
28,Hard Rock Stadium,2021,18
28,Hard Rock Stadium,2022,19
28,Hard Rock Stadium,2023,19
329,Hardy M. Graham Stadium,2022,5
329,Hardy M. Graham Stadium,2023,5
289,Harlen C. Hunter Stadium,2022,5
289,Harlen C. Hunter Stadium,2023,5
206,Harry Turpin Stadium,2019,1
206,Harry Turpin Stadium,2022,4
206,Harry Turpin Stadium,2023,5
225,Harvard Stadium,2019,5
225,Harvard Stadium,2022,5
225,Harvard Stadium,2023,7
7,Highmark Stadium,2005,8
7,Highmark Stadium,2006,8
7,Highmark Stadium,2007,8
7,Highmark Stadium,2008,7
7,Highmark Stadium,2009,7
7,Highmark Stadium,2010,7
7,Highmark Stadium,2011,7
7,Highmark Stadium,2012,7
7,Highmark Stadium,2013,9
7,Highmark Stadium,2014,9
7,Highmark Stadium,2015,10
7,Highmark Stadium,2016,10
7,Highmark Stadium,2017,10
7,Highmark Stadium,2018,10
7,Highmark Stadium,2019,10
7,Highmark Stadium,2020,10
7,Highmark Stadium,2021,11
7,Highmark Stadium,2022,11
7,Highmark Stadium,2023,11
307,Hillsboro Stadium,2022,5
307,Hillsboro Stadium,2023,5
283,Holt Arena,2022,5
283,Holt Arena,2023,5
236,Homer Bryce Stadium,2019,1
236,Homer Bryce Stadium,2022,5
236,Homer Bryce Stadium,2023,5
313,Hornet Stadium (Sacramento CA),2022,7
313,Hornet Stadium (Sacramento CA),2023,5
120,Houchens Industries–L.T. Smith Stadium,2011,6
120,Houchens Industries–L.T. Smith Stadium,2012,6
120,Houchens Industries–L.T. Smith Stadium,2013,6
120,Houchens Industries–L.T. Smith Stadium,2014,6
120,Houchens Industries–L.T. Smith Stadium,2015,6
120,Houchens Industries–L.T. Smith Stadium,2016,7
120,Houchens Industries–L.T. Smith Stadium,2017,6
120,Houchens Industries–L.T. Smith Stadium,2018,5
120,Houchens Industries–L.T. Smith Stadium,2019,6
120,Houchens Industries–L.T. Smith Stadium,2020,5
120,Houchens Industries–L.T. Smith Stadium,2021,6
120,Houchens Industries–L.T. Smith Stadium,2022,6
120,Houchens Industries–L.T. Smith Stadium,2023,6
318,Houck Stadium,2022,5
318,Houck Stadium,2023,4
29,Hubert H. Humphrey Metrodome,2005,8
29,Hubert H. Humphrey Metrodome,2006,8
29,Hubert H. Humphrey Metrodome,2007,8
29,Hubert H. Humphrey Metrodome,2008,9
29,Hubert H. Humphrey Metrodome,2009,9
29,Hubert H. Humphrey Metrodome,2010,6
29,Hubert H. Humphrey Metrodome,2011,8
29,Hubert H. Humphrey Metrodome,2012,8
29,Hubert H. Humphrey Metrodome,2013,9
217,Hughes Stadium,2019,2
217,Hughes Stadium,2022,5
217,Hughes Stadium,2023,5
55,Huntington Bank Stadium,2010,1
55,Huntington Bank Stadium,2011,7
55,Huntington Bank Stadium,2012,7
55,Huntington Bank Stadium,2013,7
55,Huntington Bank Stadium,2014,17
55,Huntington Bank Stadium,2015,18
55,Huntington Bank Stadium,2016,7
55,Huntington Bank Stadium,2017,7
55,Huntington Bank Stadium,2018,7
55,Huntington Bank Stadium,2019,7
55,Huntington Bank Stadium,2020,3
55,Huntington Bank Stadium,2021,7
55,Huntington Bank Stadium,2022,7
55,Huntington Bank Stadium,2023,7
364,Huskies Stadium,2023,1
282,Husky Stadium (Houston Baptist),2022,5
282,Husky Stadium (Houston Baptist),2023,5
67,IG Field,2019,1
67,IG Field,2022,11
67,IG Field,2023,11
188,Independence Stadium,2014,1
188,Independence Stadium,2015,1
188,Independence Stadium,2016,1
188,Independence Stadium,2017,1
188,Independence Stadium,2018,1
188,Independence Stadium,2019,1
188,Independence Stadium,2021,1
188,Independence Stadium,2022,2
188,Independence Stadium,2023,1
121,InfoCision Stadium–Summa Field,2011,6
121,InfoCision Stadium–Summa Field,2012,6
121,InfoCision Stadium–Summa Field,2013,7
121,InfoCision Stadium–Summa Field,2014,6
121,InfoCision Stadium–Summa Field,2015,6
121,InfoCision Stadium–Summa Field,2016,6
121,InfoCision Stadium–Summa Field,2017,6
121,InfoCision Stadium–Summa Field,2018,5
121,InfoCision Stadium–Summa Field,2019,6
121,InfoCision Stadium–Summa Field,2020,3
121,InfoCision Stadium–Summa Field,2021,6
121,InfoCision Stadium–Summa Field,2022,5
121,InfoCision Stadium–Summa Field,2023,5
230,Jack Spinks Memorial Stadium,2019,7
230,Jack Spinks Memorial Stadium,2022,5
122,Jack Trice Stadium,2011,6
122,Jack Trice Stadium,2012,7
122,Jack Trice Stadium,2013,6
122,Jack Trice Stadium,2014,7
122,Jack Trice Stadium,2015,6
122,Jack Trice Stadium,2016,7
122,Jack Trice Stadium,2017,6
122,Jack Trice Stadium,2018,7
122,Jack Trice Stadium,2019,7
122,Jack Trice Stadium,2020,6
122,Jack Trice Stadium,2021,6
122,Jack Trice Stadium,2022,7
122,Jack Trice Stadium,2023,6
300,Jayne Stadium,2022,5
300,Jayne Stadium,2023,5
143,Jerry Richardson Stadium,2015,6
143,Jerry Richardson Stadium,2016,6
143,Jerry Richardson Stadium,2017,6
143,Jerry Richardson Stadium,2018,6
143,Jerry Richardson Stadium,2019,6
143,Jerry Richardson Stadium,2020,2
143,Jerry Richardson Stadium,2021,6
143,Jerry Richardson Stadium,2022,6
143,Jerry Richardson Stadium,2023,7
100,JMA Wireless Dome,2011,7
100,JMA Wireless Dome,2012,7
100,JMA Wireless Dome,2013,7
100,JMA Wireless Dome,2014,6
100,JMA Wireless Dome,2015,7
100,JMA Wireless Dome,2016,6
100,JMA Wireless Dome,2017,7
100,JMA Wireless Dome,2018,6
100,JMA Wireless Dome,2019,6
100,JMA Wireless Dome,2020,6
100,JMA Wireless Dome,2021,7
100,JMA Wireless Dome,2022,7
100,JMA Wireless Dome,2023,6
124,Joan C. Edwards Stadium,2011,6
124,Joan C. Edwards Stadium,2012,6
124,Joan C. Edwards Stadium,2013,7
124,Joan C. Edwards Stadium,2014,7
124,Joan C. Edwards Stadium,2015,6
124,Joan C. Edwards Stadium,2016,7
124,Joan C. Edwards Stadium,2017,6
124,Joan C. Edwards Stadium,2018,6
124,Joan C. Edwards Stadium,2019,7
124,Joan C. Edwards Stadium,2020,7
124,Joan C. Edwards Stadium,2021,6
124,Joan C. Edwards Stadium,2022,6
124,Joan C. Edwards Stadium,2023,6
125,Joe Aillet Stadium,2011,5
125,Joe Aillet Stadium,2012,6
125,Joe Aillet Stadium,2013,5
125,Joe Aillet Stadium,2014,5
125,Joe Aillet Stadium,2015,6
125,Joe Aillet Stadium,2016,5
125,Joe Aillet Stadium,2017,7
125,Joe Aillet Stadium,2018,5
125,Joe Aillet Stadium,2019,6
125,Joe Aillet Stadium,2020,4
125,Joe Aillet Stadium,2021,6
125,Joe Aillet Stadium,2022,5
125,Joe Aillet Stadium,2023,6
312,Joe Walton Stadium,2022,5
312,Joe Walton Stadium,2023,6
